word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	drug.	44	99	91	122
5	Over	101	100	147	116
6	the	153	99	183	116
7	course	191	105	253	116
8	of	261	99	282	116
9	a	287	105	296	116
10	year,	303	105	349	122
11	the	357	99	387	116
12	“milking	395	99	478	122
13	parlors”	484	99	562	122
14	on	570	105	594	116
15	GTC’s	602	100	665	116
16	300-acre	673	100	757	116
17	farm	765	99	809	116
18	in	816	99	834	116
19	Massachusetts	43	156	183	174
20	can	191	163	224	174
21	collect	231	156	297	174
22	more	303	163	352	174
23	than	359	156	402	174
24	a	409	163	419	174
25	kilogram	425	156	511	179
26	of	518	156	540	174
27	medicine	543	156	631	174
28	from	639	156	683	174
29	a	691	163	699	174
30	single	708	156	763	179
31	animal.	771	156	839	174
32	(FIN)	44	214	96	236
33	Previous	33	648	116	665
34	page	123	654	167	670
35	Next	764	648	811	672
36	page	817	653	862	669
