word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-northpole-4.png,True
2,4.,457,414,498,453,question-northpole-4.png,True
3,Which,518,413,682,454,question-northpole-4.png,True
4,choice,702,413,875,454,question-northpole-4.png,True
5,best,895,413,1005,454,question-northpole-4.png,True
6,describes,1023,413,1279,454,question-northpole-4.png,True
7,the,1297,413,1378,454,question-northpole-4.png,True
8,narrator’s,1399,413,1652,454,question-northpole-4.png,True
9,view,1671,413,1790,454,question-northpole-4.png,True
10,of,1807,413,1857,454,question-northpole-4.png,True
11,his,205,613,246,664,question-northpole-4.png,True
12,expedition,271,613,461,654,question-northpole-4.png,True
13,to,484,613,557,654,question-northpole-4.png,True
14,the,577,613,806,654,question-northpole-4.png,True
15,North,201,1013,246,1064,question-northpole-4.png,True
16,Pole?,267,1012,569,1065,question-northpole-4.png,True
17,Immoral,589,1013,816,1065,question-northpole-4.png,False
18,but,836,1013,909,1054,question-northpole-4.png,False
19,inevitable,929,1013,1183,1054,question-northpole-4.png,False
20,2),204,479,278,520,question-northpole-4.png,False
21,Absurd,297,479,571,531,question-northpole-4.png,False
22,but,590,481,639,520,question-northpole-4.png,False
23,necessary,658,479,739,520,question-northpole-4.png,False
24,3),760,479,901,520,question-northpole-4.png,False
25,Socially,923,479,1067,520,question-northpole-4.png,False
26,beneficial,202,746,246,797,question-northpole-4.png,False
27,but,264,746,434,787,question-northpole-4.png,False
28,misunderstood,456,746,529,787,question-northpole-4.png,False
29,4),549,755,797,798,question-northpole-4.png,False
30,Scientifically,201,879,246,930,question-northpole-4.png,False
31,important,267,878,454,931,question-northpole-4.png,False
32,but,475,879,702,920,question-northpole-4.png,False
33,hazardous,725,879,798,920,question-northpole-4.png,False
