word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	The	109	99	145	116
5	Venus	153	100	213	116
6	flytrap	221	99	284	122
7	[Dionaea	293	99	380	121
8	muscipula]	387	99	493	122
9	needs	501	99	556	116
10	to	563	102	582	116
11	know	589	99	643	116
12	when	649	99	702	116
13	an	709	105	732	116
14	ideal	739	99	785	116
15	meal	792	99	838	116
16	is	846	99	860	116
17	crawling	44	156	127	179
18	across	134	163	193	174
19	its	201	159	221	174
20	leaves.	229	156	287	174
21	Closing	301	156	375	179
22	its	382	159	403	174
23	trap	410	159	448	179
24	requires	455	163	532	179
25	a	540	163	549	174
26	huge	557	156	603	179
27	expense	611	163	687	179
28	of	695	156	717	174
29	energy,	721	163	790	179
30	and	799	156	834	174
31	reopening	43	214	140	237
32	the	147	214	176	231
33	trap	184	217	221	237
34	can	229	220	263	231
35	take	269	214	309	231
36	several	316	214	382	231
37	hours,	389	214	449	235
38	so	458	220	478	231
39	Dionaea	485	215	565	231
40	only	573	214	616	237
41	wants	623	217	678	231
42	to	686	217	704	231
43	spring	712	214	771	237
44	closed	778	214	840	231
45	when	43	272	96	289
46	it’s	103	272	132	289
47	sure	140	278	179	289
48	that	186	272	224	289
49	the	230	272	260	289
50	dawdling	268	272	357	294
51	insect	364	275	420	289
52	visiting	426	274	496	294
53	its	503	274	523	289
54	surface	531	272	599	289
55	is	607	278	621	289
56	large	629	272	675	294
57	enough	682	272	754	294
58	to	760	275	779	289
59	be	786	272	809	289
60	worth	43	329	101	346
61	its	108	332	129	346
62	time.	136	332	177	346
63	The	191	329	228	346
64	large	236	329	282	352
65	black	289	329	342	346
66	hairs	348	329	394	346
67	on	402	335	426	346
68	their	433	329	478	346
69	lobes	485	329	535	346
70	allow	543	329	597	346
71	the	604	329	633	346
72	Venus	641	330	702	346
73	flytraps	710	329	782	352
74	to	789	332	808	346
75	literally	44	387	119	409
76	feel	127	387	161	404
77	their	168	387	213	404
78	prey,	219	393	267	409
79	and	276	387	311	404
80	they	318	387	360	409
81	act	367	389	395	404
82	as	402	393	420	404
83	triggers	427	387	497	409
84	that	505	387	542	404
85	spring	549	387	608	409
86	the	614	387	644	404
87	trap	651	390	689	409
88	closed	697	387	759	404
89	when	765	387	818	404
90	the	825	387	854	404
91	proper	43	451	108	467
92	prey	114	451	157	467
93	makes	164	444	223	462
94	its	231	444	252	462
95	way	259	451	298	467
96	across	306	451	364	462
97	the	372	444	401	462
98	trap.	409	447	451	467
99	If	460	444	510	462
100	the	518	444	573	462
101	insect	580	444	655	462
102	touches	660	447	697	467
103	just	704	451	738	462
104	one	746	444	788	465
105	hair,	796	444	826	462
106	the	43	505	81	525
107	trap	88	502	125	519
108	will	132	505	163	519
109	not	172	502	230	525
110	spring	237	502	283	522
111	shut;	292	502	323	519
112	but	331	508	340	519
113	a	348	502	394	525
114	large	402	502	473	525
115	enough	480	502	515	525
116	bug	522	502	559	519
117	will	566	502	620	525
118	likely	627	502	683	519
119	touch	689	505	725	519
120	two	732	502	778	519
121	hairs	785	502	847	519
122	within	44	559	99	577
123	about	105	562	172	582
124	twenty	179	559	260	579
125	seconds,	269	559	304	577
126	and	310	559	348	577
127	that	355	559	410	582
128	signal	418	566	485	582
129	springs	492	560	522	577
130	the	530	560	590	577
131	Venus	598	559	661	582
132	flytrap	669	562	706	577
133	into	714	562	777	577
134	action.	33	648	116	665
135	Previous	123	654	167	670
136	page	764	648	811	664
137	Next	817	653	862	669
138	page	0	0	0	0
