word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-genome-5.png,True
2,5.,457,414,498,454,question-genome-5.png,True
3,Which,518,413,682,454,question-genome-5.png,True
4,of,702,413,752,454,question-genome-5.png,True
5,the,769,413,850,454,question-genome-5.png,True
6,following,868,413,1107,465,question-genome-5.png,True
7,does,1128,413,1254,454,question-genome-5.png,True
8,the,1272,413,1353,454,question-genome-5.png,True
9,author,1372,413,1542,454,question-genome-5.png,True
10,suggest,1560,415,1770,465,question-genome-5.png,True
11,about,205,613,246,664,question-genome-5.png,True
12,the,265,613,386,665,question-genome-5.png,True
13,“female,405,613,612,654,question-genome-5.png,True
14,goats”,633,613,933,654,question-genome-5.png,True
15,in,955,613,992,653,question-genome-5.png,True
16,line,1011,613,1118,654,question-genome-5.png,True
17,32,1138,613,1233,653,question-genome-5.png,True
18,They,1251,613,1359,654,question-genome-5.png,True
19,secreted,1376,613,1517,665,question-genome-5.png,False
20,antithrombin,1539,613,1654,654,question-genome-5.png,False
21,in,201,1013,246,1064,question-genome-5.png,False
22,their,265,1013,389,1054,question-genome-5.png,False
23,milk,408,1013,515,1054,question-genome-5.png,False
24,after,534,1013,713,1065,question-genome-5.png,False
25,giving,732,1013,967,1054,question-genome-5.png,False
26,birth.,987,1022,1136,1065,question-genome-5.png,False
27,2),1156,1013,1324,1065,question-genome-5.png,False
28,Some,1342,1013,1477,1054,question-genome-5.png,False
29,of,1499,1013,1535,1053,question-genome-5.png,False
30,their,1558,1013,1762,1054,question-genome-5.png,False
31,kids,202,479,351,520,question-genome-5.png,False
32,were,368,479,449,520,question-genome-5.png,False
33,not,469,479,668,520,question-genome-5.png,False
34,born,687,479,858,531,question-genome-5.png,False
35,with,880,479,922,519,question-genome-5.png,False
36,the,945,479,1036,520,question-genome-5.png,False
37,antithrombin,1053,479,1112,520,question-genome-5.png,False
38,gene.,202,746,246,797,question-genome-5.png,False
39,3),267,745,408,787,question-genome-5.png,False
40,They,427,746,470,787,question-genome-5.png,False
41,were,487,746,594,787,question-genome-5.png,False
42,the,615,746,708,787,question-genome-5.png,False
43,first,726,755,843,787,question-genome-5.png,False
44,animals,864,748,937,787,question-genome-5.png,False
45,to,956,746,1061,787,question-genome-5.png,False
46,receive,1081,746,1175,786,question-genome-5.png,False
47,microinjections.,1194,746,1270,787,question-genome-5.png,False
48,4),1289,746,1589,787,question-genome-5.png,False
49,Their,1609,755,1742,798,question-genome-5.png,False
50,cells,201,879,246,930,question-genome-5.png,False
51,already,265,879,386,931,question-genome-5.png,False
52,contained,404,888,521,920,question-genome-5.png,False
53,genes,539,879,614,920,question-genome-5.png,False
54,usually,631,879,719,920,question-genome-5.png,False
55,found,738,879,926,920,question-genome-5.png,False
56,in,943,881,988,920,question-genome-5.png,False
57,humans.,1008,879,1182,920,question-genome-5.png,False
