word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	And	108	99	150	116
5	suppose	157	105	235	122
6	you	242	105	279	122
7	were	285	105	331	116
8	to	338	102	357	116
9	find	365	99	403	116
10	it	410	99	422	116
11	in	430	105	448	116
12	spite	455	99	499	122
13	of	507	99	529	116
14	all,	533	99	562	119
15	this	570	99	604	116
16	wonderful	612	99	711	116
17	place	722	99	770	116
18	that	777	99	814	116
19	everybody	44	156	144	179
20	is	152	163	166	174
21	so	173	163	193	174
22	anxious	201	163	275	174
23	to	283	159	301	174
24	stand	309	156	361	174
25	on!	368	157	397	174
26	What	406	157	458	174
27	would	465	156	527	174
28	you	533	163	570	179
29	find?	577	156	625	174
30	Exactly	632	156	707	179
31	nothing.	713	156	788	179
32	A	801	157	817	174
33	point	43	214	93	237
34	precisely	101	214	188	237
35	identical	195	214	278	231
36	to	285	217	304	231
37	all	312	214	335	231
38	the	343	214	372	231
39	others	380	214	439	231
40	in	447	214	465	231
41	a	472	220	481	231
42	completely	489	214	597	237
43	featureless	604	214	706	231
44	wasteland	713	214	811	231
45	stretching	44	272	139	294
46	around	146	272	214	289
47	it	221	274	233	289
48	for	241	272	268	289
49	hundreds	274	272	364	289
50	of	372	272	394	289
51	miles.	397	272	448	289
52	It	461	272	475	289
53	is	483	278	497	289
54	an	504	278	527	289
55	abstraction,	534	272	646	291
56	a	655	278	664	289
57	mathematical	671	272	800	289
58	fiction.	44	329	106	346
59	No	118	330	148	346
60	one	155	335	190	346
61	but	197	329	228	346
62	a	236	335	245	346
63	Swedish	254	329	334	346
64	madman	341	329	423	346
65	could	431	329	485	346
66	take	492	329	532	346
67	the	539	329	568	346
68	slightest	576	329	655	352
69	interest	663	332	733	346
70	in	741	329	759	346
71	it.	766	329	778	346
72	Here	791	330	837	346
73	I	845	330	852	346
74	am.	44	393	76	404
75	The	85	387	121	404
76	wind	129	387	177	404
77	is	184	387	198	404
78	still	206	387	241	404
79	from	249	387	294	404
80	the	301	387	330	404
81	south,	338	387	396	407
82	bearing	404	387	476	409
83	us	482	393	503	404
84	steadily	511	387	585	409
85	northward	592	387	693	404
86	at	700	389	718	404
87	the	724	387	754	404
88	speed	762	387	817	409
89	of	824	387	859	404
90	a	44	444	115	467
91	trotting	122	444	161	467
92	dog.	170	444	241	462
93	Behind	247	451	273	464
94	us,	281	444	357	467
95	perhaps	365	444	437	465
96	forever,	446	444	469	462
97	lie	476	444	505	462
98	the	513	444	568	462
99	Cities	575	444	597	462
100	of	601	445	646	462
101	Men	652	444	695	462
102	with	702	444	746	462
103	their	753	447	826	467
104	teacups	44	502	79	519
105	and	86	502	130	519
106	their	137	502	185	519
107	brass	193	502	287	519
108	bedsteads.	300	503	308	519
109	I	315	508	343	519
110	am	349	502	402	525
111	going	409	502	456	519
112	forth	463	502	485	519
113	of	488	508	518	525
114	my	525	508	567	519
115	own	573	502	648	519
116	volition	655	505	674	519
117	to	679	502	719	525
118	join	725	502	755	519
119	the	762	502	822	525
120	ghosts	830	502	852	519
121	of	43	560	108	582
122	Bering	115	559	150	577
123	and	157	566	202	582
124	poor	209	559	296	579
125	Franklin,	305	559	326	577
126	of	331	559	392	577
127	frozen	398	560	425	577
128	De	433	560	483	582
129	Long	490	559	525	577
130	and	532	559	559	577
131	his	566	566	611	577
132	men.	620	560	672	577
133	What	679	560	721	577
134	I	728	566	753	577
135	am	759	559	789	577
136	on	33	648	116	665
137	the	123	654	167	670
138	Previous	760	644	813	689
139	page	817	653	862	669
140	Next	0	0	0	0
141	page	0	0	0	0
