word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	of	44	99	66	116
5	cigarette	70	99	151	122
6	papers.	158	105	226	122
7	When	235	99	293	116
8	it	300	99	313	116
9	was	319	105	355	116
10	time	363	99	404	116
11	for	412	99	439	116
12	me	445	105	473	116
13	to	480	102	499	116
14	leave,	507	99	561	119
15	I	569	100	576	116
16	would	583	99	645	116
17	do	652	99	676	116
18	so	683	105	703	116
19	dragging	711	99	793	122
20	my	799	105	829	122
21	feet,	44	156	84	176
22	a	93	163	101	174
23	weight	109	156	173	179
24	on	181	163	205	174
25	my	211	163	241	179
26	soul.	248	156	292	174
27	If	301	156	318	174
28	it	323	159	335	174
29	had	342	156	378	174
30	been	384	156	431	174
31	up	437	163	461	179
32	to	469	159	488	174
33	me,	495	163	528	177
34	I	536	157	543	174
35	would	550	156	611	174
36	have	618	156	662	174
37	stayed	670	156	731	179
38	there	738	156	786	174
39	forever.	794	156	865	174
40	One	109	215	148	231
41	Christmas	155	214	251	231
42	Sempere	260	215	342	237
43	gave	349	220	391	237
44	me	398	220	426	231
45	the	434	214	463	231
46	best	470	214	510	231
47	gift	516	214	547	237
48	I	567	214	612	231
49	have	620	220	659	231
50	ever	666	214	750	231
51	received.	759	215	772	231
52	It	780	220	816	231
53	was	824	220	846	231
54	an	44	272	75	289
55	old	82	272	158	292
56	volume,	166	272	209	289
57	read	216	272	251	289
58	and	258	272	375	294
59	experienced	381	274	400	289
60	to	408	272	437	289
61	the	445	272	482	289
62	full.	109	330	172	346
63	“Great	179	329	310	352
64	Expectations,	319	329	342	352
65	by	350	329	423	346
66	Charles	430	329	524	349
67	Dickens,”	532	329	587	346
68	I	594	335	619	346
69	read	626	329	655	346
70	on	663	335	715	346
71	the	108	388	115	404
72	cover.	121	393	157	404
73	I	165	393	221	404
74	was	229	387	266	404
75	aware	274	388	356	409
76	that	363	387	415	404
77	Sempere	423	393	432	404
78	knew	440	387	474	404
79	a	481	387	552	404
80	few	559	387	601	404
81	authors	609	387	713	409
82	who	720	387	747	404
83	frequented	44	444	177	462
84	his	184	444	224	465
85	establishment	230	444	304	467
86	and,	310	444	334	467
87	judging	341	444	371	462
88	by	378	451	417	462
89	the	425	444	467	462
90	care	474	444	533	462
91	with	540	444	562	462
92	which	569	444	648	462
93	he	655	444	684	462
94	handled	692	444	768	465
95	the	776	444	865	467
96	volume,	43	502	119	525
97	I	126	502	160	519
98	thought	167	503	201	519
99	perhaps	209	502	287	519
100	this	294	508	330	519
101	Mr.	338	508	372	519
102	Dickens	380	502	458	519
103	was	109	560	136	577
104	one	143	559	187	577
105	of	207	559	228	577
106	them.	232	560	307	582
107	“A	33	648	116	665
108	friend	123	654	167	670
109	of	762	644	815	680
110	yours?”	817	653	862	669
111	Previous	0	0	0	0
112	page	0	0	0	0
113	Next	0	0	0	0
114	page	0	0	0	0
