word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-flytrap-5.png,True
2,5.,457,414,498,454,question-flytrap-5.png,True
3,Based,522,413,682,454,question-flytrap-5.png,True
4,on,702,422,765,454,question-flytrap-5.png,True
5,the,784,413,866,454,question-flytrap-5.png,True
6,"passage,",886,422,1116,465,question-flytrap-5.png,True
7,what,1135,413,1261,454,question-flytrap-5.png,True
8,potential,1281,413,1505,465,question-flytrap-5.png,True
9,criticism,1526,413,1749,454,question-flytrap-5.png,True
10,might,1772,413,1919,465,question-flytrap-5.png,True
11,1),205,613,246,664,question-flytrap-5.png,False
12,Volkov’s,267,613,466,654,question-flytrap-5.png,False
13,understanding,486,613,831,665,question-flytrap-5.png,False
14,of,853,613,896,654,question-flytrap-5.png,False
15,Hodick,916,613,1082,654,question-flytrap-5.png,False
16,and,1100,613,1187,654,question-flytrap-5.png,False
17,Sievers’s,1208,612,1428,654,question-flytrap-5.png,False
18,model,1449,613,1593,654,question-flytrap-5.png,False
19,was,1613,622,1709,654,question-flytrap-5.png,False
20,2),202,813,246,864,question-flytrap-5.png,False
21,Volkov’s,267,813,466,854,question-flytrap-5.png,False
22,measurements,486,815,849,854,question-flytrap-5.png,False
23,did,867,813,936,854,question-flytrap-5.png,False
24,not,959,815,1031,854,question-flytrap-5.png,False
25,corroborate,1050,813,1330,854,question-flytrap-5.png,False
26,a,1350,822,1377,854,question-flytrap-5.png,False
27,central,1396,813,1557,854,question-flytrap-5.png,False
28,element,1578,813,1773,854,question-flytrap-5.png,False
29,of,1791,813,1834,854,question-flytrap-5.png,False
30,3),201,1013,246,1064,question-flytrap-5.png,False
31,Volkov’s,267,1013,466,1054,question-flytrap-5.png,False
32,direct,484,1013,618,1054,question-flytrap-5.png,False
33,application,636,1013,896,1065,question-flytrap-5.png,False
34,of,917,1013,960,1054,question-flytrap-5.png,False
35,an,979,1022,1035,1054,question-flytrap-5.png,False
36,electrical,1056,1013,1269,1054,question-flytrap-5.png,False
37,current,1291,1015,1461,1054,question-flytrap-5.png,False
38,would,1478,1013,1619,1054,question-flytrap-5.png,False
39,have,1641,1013,1757,1054,question-flytrap-5.png,False
40,been,1777,1013,1894,1054,question-flytrap-5.png,False
41,4),201,1213,246,1264,question-flytrap-5.png,False
42,Volkov’s,267,1213,466,1254,question-flytrap-5.png,False
43,technology,483,1213,750,1265,question-flytrap-5.png,False
44,was,768,1222,864,1254,question-flytrap-5.png,False
45,not,885,1215,957,1254,question-flytrap-5.png,False
46,available,976,1213,1192,1254,question-flytrap-5.png,False
47,to,1209,1215,1253,1254,question-flytrap-5.png,False
48,Hodick,1275,1213,1440,1254,question-flytrap-5.png,False
49,and,1458,1213,1545,1254,question-flytrap-5.png,False
50,Sievers.,1566,1212,1759,1254,question-flytrap-5.png,False
51,be,204,479,264,520,question-flytrap-5.png,False
52,made,284,479,424,520,question-flytrap-5.png,False
53,of,443,479,493,520,question-flytrap-5.png,False
54,Volkov’s,509,479,729,520,question-flytrap-5.png,False
55,testing,747,479,926,531,question-flytrap-5.png,False
56,of,946,479,996,520,question-flytrap-5.png,False
57,Hodick,1016,479,1196,520,question-flytrap-5.png,False
58,and,1215,479,1308,520,question-flytrap-5.png,False
59,Sievers’s,1329,478,1567,520,question-flytrap-5.png,False
60,model?,1588,479,1779,520,question-flytrap-5.png,False
61,incorrect.,203,679,423,720,question-flytrap-5.png,False
62,Hodick,204,879,369,920,question-flytrap-5.png,False
63,and,387,879,474,920,question-flytrap-5.png,False
64,Sievers’s,495,878,716,920,question-flytrap-5.png,False
65,model.,736,879,895,920,question-flytrap-5.png,False
66,objectionable,202,1079,526,1131,question-flytrap-5.png,False
67,to,543,1081,587,1120,question-flytrap-5.png,False
68,Hodick,609,1079,774,1120,question-flytrap-5.png,False
69,and,792,1079,879,1120,question-flytrap-5.png,False
70,Sievers.,900,1078,1093,1120,question-flytrap-5.png,False
