word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question	805	22	892	48
4	When	108	99	166	116
5	scientists	173	99	260	116
6	first	268	99	305	116
7	learned	312	99	384	116
8	how	390	99	432	116
9	to	439	102	458	116
10	edit	466	99	501	116
11	the	508	99	538	116
12	genomes	545	105	629	122
13	of	637	99	658	116
14	animals,	663	99	741	119
15	they	749	99	791	122
16	began	798	99	855	122
17	to	43	159	62	174
18	imagine	70	163	144	179
19	all	152	156	175	174
20	the	183	156	212	174
21	ways	220	163	267	179
22	they	275	156	316	179
23	could	324	156	379	174
24	use	385	163	416	174
25	this	424	156	458	174
26	new	465	163	505	174
27	power.	512	163	573	179
28	Creating	586	157	668	179
29	brightly	675	156	751	179
30	colored	758	156	832	174
31	novelty	43	214	116	237
32	pets	122	217	161	237
33	was	168	220	204	231
34	not	211	217	243	231
35	a	251	220	260	231
36	high	267	214	309	237
37	priority.	316	214	392	237
38	Instead,	401	214	476	235
39	most	484	217	530	231
40	researchers	537	214	645	231
41	envisioned	653	214	756	231
42	far	764	214	789	231
43	more	795	220	844	231
44	consequential	44	272	178	294
45	applications,	186	272	309	294
46	hoping	317	272	384	294
47	to	390	274	409	289
48	create	417	275	474	289
49	genetically	481	272	587	294
50	engineered	594	272	700	294
51	animals	707	272	780	289
52	that	787	272	824	289
53	saved	44	329	97	346
54	human	104	329	170	346
55	lives.	177	329	220	346
56	One	234	330	273	346
57	enterprise	280	332	375	352
58	is	383	329	397	346
59	now	404	335	446	346
60	delivering	453	329	549	352
61	on	556	335	580	346
62	this	587	329	621	346
63	dream.	629	329	688	346
64	Welcome	701	329	792	346
65	to	800	332	818	346
66	the	826	329	855	346
67	world	43	387	101	404
68	of	108	387	130	404
69	“pharming,”	134	387	252	409
70	in	260	387	278	404
71	which	284	387	343	404
72	simple	351	387	413	409
73	genetic	420	387	488	409
74	tweaks	496	387	561	404
75	turn	569	389	609	404
76	animals	616	387	689	404
77	into	697	387	734	404
78	living	742	387	795	409
79	pharmaceutical	43	444	191	467
80	factories.	200	444	285	462
81	Many	108	503	164	525
82	of	172	502	193	519
83	the	197	502	227	519
84	proteins	234	502	312	525
85	that	320	502	357	519
86	our	364	508	397	519
87	cells	404	502	447	519
88	crank	455	502	508	519
89	out	515	505	546	519
90	naturally	553	502	641	525
91	make	647	502	698	519
92	for	706	502	733	519
93	good	739	502	788	525
94	medicine.	43	559	135	577
95	Our	145	560	182	577
96	bodies’	188	559	257	577
97	own	267	566	308	577
98	enzymes,	316	566	403	582
99	hormones,	411	559	512	579
100	clotting	521	559	595	582
101	factors,	602	559	671	579
102	and	680	559	715	577
103	antibodies	722	559	821	577
104	Previous	33	648	116	665
105	page	123	654	167	670
106	Next	764	648	811	664
107	page	817	653	862	669
