word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-northpole-3.png,True
2,3.,457,413,498,454,question-northpole-3.png,True
3,The,519,413,616,454,question-northpole-3.png,True
4,narrator,636,415,845,454,question-northpole-3.png,True
5,indicates,865,413,1100,454,question-northpole-3.png,True
6,that,1118,413,1218,454,question-northpole-3.png,True
7,many,1238,422,1378,465,question-northpole-3.png,True
8,previous,1399,413,1624,465,question-northpole-3.png,True
9,explorers,1643,413,1890,465,question-northpole-3.png,True
10,seeking,205,613,246,664,question-northpole-3.png,True
11,the,268,613,474,665,question-northpole-3.png,True
12,North,496,613,533,653,question-northpole-3.png,True
13,Pole,552,613,627,654,question-northpole-3.png,True
14,have,647,615,840,665,question-northpole-3.png,True
15,perished,201,1013,246,1064,question-northpole-3.png,True
16,in,268,1013,354,1054,question-northpole-3.png,False
17,the,374,1013,571,1054,question-northpole-3.png,False
18,attempt.,591,1013,867,1054,question-northpole-3.png,False
19,2),885,1013,989,1054,question-northpole-3.png,False
20,made,1011,1013,1077,1054,question-northpole-3.png,False
21,surprising,1097,1022,1207,1054,question-northpole-3.png,False
22,discoveries.,202,479,404,531,question-northpole-3.png,False
23,3),423,479,505,520,question-northpole-3.png,False
24,failed,525,479,666,520,question-northpole-3.png,False
25,to,689,479,801,520,question-northpole-3.png,False
26,determine,821,479,943,520,question-northpole-3.png,False
27,its,202,746,246,797,question-northpole-3.png,False
28,exact,268,746,402,787,question-northpole-3.png,False
29,location.,421,746,656,798,question-northpole-3.png,False
30,4),677,746,963,787,question-northpole-3.png,False
31,had,201,879,246,930,question-northpole-3.png,False
32,different,265,879,394,920,question-northpole-3.png,False
33,motivations,413,881,458,920,question-northpole-3.png,False
34,than,476,879,720,920,question-northpole-3.png,False
35,his,740,879,791,920,question-northpole-3.png,False
36,own.,810,881,940,920,question-northpole-3.png,False
