word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-dickens-2.png,True
2,2.,458,413,498,453,question-dickens-2.png,True
3,With,518,413,635,453,question-dickens-2.png,True
4,which,653,413,808,454,question-dickens-2.png,True
5,of,828,413,878,454,question-dickens-2.png,True
6,the,895,413,976,454,question-dickens-2.png,True
7,following,994,413,1233,465,question-dickens-2.png,True
8,statements,1254,415,1543,454,question-dickens-2.png,True
9,about,1563,413,1711,454,question-dickens-2.png,True
10,his,1731,413,1806,454,question-dickens-2.png,True
11,father,205,613,246,664,question-dickens-2.png,True
12,would,269,613,334,654,question-dickens-2.png,True
13,the,354,613,508,654,question-dickens-2.png,True
14,narrator,529,613,732,654,question-dickens-2.png,True
15,most,752,613,815,654,question-dickens-2.png,True
16,likely,832,613,907,654,question-dickens-2.png,True
17,agree?,928,615,1126,654,question-dickens-2.png,True
18,He,201,1013,246,1064,question-dickens-2.png,False
19,lacked,269,1013,334,1054,question-dickens-2.png,False
20,affection,353,1013,557,1065,question-dickens-2.png,False
21,for,577,1015,621,1054,question-dickens-2.png,False
22,the,639,1013,714,1054,question-dickens-2.png,False
23,narrator.,732,1013,918,1065,question-dickens-2.png,False
24,2),937,1013,980,1054,question-dickens-2.png,False
25,He,999,1012,1186,1054,question-dickens-2.png,False
26,disliked,1208,1013,1411,1054,question-dickens-2.png,False
27,any,201,479,354,520,question-dickens-2.png,False
28,unnecessary,370,479,527,520,question-dickens-2.png,False
29,use,547,479,628,520,question-dickens-2.png,False
30,of,648,481,857,520,question-dickens-2.png,False
31,money.,877,481,1005,520,question-dickens-2.png,False
32,3),1025,479,1159,531,question-dickens-2.png,False
33,He,1177,479,1355,531,question-dickens-2.png,False
34,would,202,746,246,797,question-dickens-2.png,False
35,not,269,746,334,787,question-dickens-2.png,False
36,have,352,746,533,787,question-dickens-2.png,False
37,approved,554,755,640,798,question-dickens-2.png,False
38,of,660,755,970,798,question-dickens-2.png,False
39,Sempere’s,990,755,1075,787,question-dickens-2.png,False
40,gift.,1094,746,1137,787,question-dickens-2.png,False
41,4),1157,755,1327,798,question-dickens-2.png,False
42,He,201,879,246,930,question-dickens-2.png,False
43,objected,269,879,334,920,question-dickens-2.png,False
44,to,352,879,493,920,question-dickens-2.png,False
45,the,515,881,588,920,question-dickens-2.png,False
46,writings,608,879,723,920,question-dickens-2.png,False
47,of,742,879,968,931,question-dickens-2.png,False
48,Charles,990,879,1032,920,question-dickens-2.png,False
49,Dickens.,1051,878,1312,931,question-dickens-2.png,False
