word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	first	44	99	81	116
5	hair?	87	99	135	116
6	How	142	100	189	116
7	does	196	99	239	116
8	it	247	99	260	116
9	remember	266	99	363	116
10	the	370	99	399	116
11	first	407	99	444	116
12	touch	451	99	506	116
13	in	514	99	531	116
14	order	539	99	590	116
15	to	596	102	615	116
16	react	622	102	670	116
17	upon	676	105	727	122
18	the	733	99	763	116
19	second?	771	99	848	116
20	Scientists	110	157	200	174
21	have	207	156	251	174
22	been	258	157	305	174
23	puzzled	311	156	388	179
24	by	395	156	419	179
25	these	426	156	475	174
26	questions	483	159	574	179
27	ever	582	163	621	174
28	since	628	163	676	174
29	John	684	157	730	174
30	Burdon-	737	156	818	174
31	Sanderson’s	45	214	162	231
32	early	170	214	217	237
33	report	224	217	282	237
34	on	290	220	315	231
35	the	321	214	351	231
36	physiology	358	214	464	237
37	of	472	214	527	231
38	the	535	215	595	231
39	Venus	604	214	667	237
40	flytrap	675	214	692	231
41	in	701	215	753	231
42	1882.	762	215	779	231
43	A	786	217	858	237
44	century	44	272	92	291
45	later,	100	272	160	289
46	Dieter	166	272	237	289
47	Hodick	245	272	280	289
48	and	286	272	366	289
49	Andreas	375	272	442	289
50	Sievers	450	274	466	289
51	at	473	272	503	289
52	the	510	272	610	294
53	University	617	272	639	289
54	of	642	272	696	289
55	Bonn	703	278	721	289
56	in	728	272	816	294
57	Germany	43	329	134	352
58	proposed	141	329	177	346
59	that	185	329	214	346
60	the	222	329	285	352
61	flytrap	293	329	352	346
62	stored	360	329	473	346
63	information	479	329	570	352
64	regarding	577	329	618	346
65	how	625	335	678	352
66	many	685	329	730	346
67	hairs	738	329	782	346
68	have	789	329	835	346
69	been	43	387	122	404
70	touched	130	387	147	404
71	in	154	387	184	404
72	the	191	387	262	404
73	electric	270	387	332	409
74	charge	340	387	362	404
75	of	366	387	387	404
76	its	395	387	433	404
77	leaf.	443	387	495	404
78	Their	501	387	561	404
79	model	569	387	583	404
80	is	591	387	639	409
81	quite	646	387	716	409
82	elegant	723	387	741	404
83	in	748	387	769	404
84	its	44	444	142	467
85	simplicity.	151	445	171	462
86	In	178	444	222	462
87	their	229	444	300	464
88	studies,	309	444	350	467
89	they	358	444	461	462
90	discovered	468	444	505	462
91	that	512	444	597	467
92	touching	604	451	613	462
93	a	621	444	683	467
94	trigger	689	444	727	462
95	hair	734	451	758	462
96	on	765	444	794	462
97	the	802	445	863	462
98	Venus	44	502	107	525
99	flytrap	115	508	176	519
100	causes	184	508	207	519
101	an	214	502	284	519
102	electric	292	502	352	519
103	action	358	502	444	525
104	potential	453	502	470	524
105	[a	477	505	576	525
106	temporary	583	502	657	519
107	reversal	665	502	684	519
108	in	690	502	720	519
109	the	727	502	816	519
110	electrical	43	559	119	582
111	polarity	127	559	148	577
112	of	153	566	162	577
113	a	170	559	204	577
114	cell	211	559	319	581
115	membrane]	327	559	365	577
116	that	372	559	445	577
117	induces	453	559	529	577
118	calcium	536	559	621	577
119	channels	628	562	647	577
120	to	655	566	702	582
121	open	710	559	727	577
122	in	734	560	764	577
123	the	771	562	809	582
124	trap	33	648	116	665
125	Previous	123	654	167	670
126	page	764	648	811	664
127	Next	817	653	862	669
128	page	862	670	880	690
