word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	“A	109	100	136	116
5	lifelong	143	99	217	122
6	friend.	224	99	284	116
7	And	293	99	335	116
8	from	343	99	388	116
9	now	394	105	436	116
10	on,	443	105	472	119
11	he’s	480	99	520	116
12	your	527	105	572	122
13	friend	579	99	636	116
14	too”	642	100	684	116
15	That	109	156	153	174
16	afternoon	160	156	253	174
17	I	260	157	267	174
18	took	274	156	317	174
19	my	324	163	353	179
20	new	360	163	400	174
21	friend	407	156	464	174
22	home,	470	156	529	177
23	hidden	537	156	604	174
24	under	611	156	667	174
25	my	674	163	703	179
26	clothes	710	156	779	174
27	so	787	163	807	174
28	that	814	157	851	174
29	my	43	220	72	237
30	father	80	214	136	231
31	wouldn’t	142	214	232	231
32	see	239	220	268	231
33	it.	276	214	292	231
34	It	301	215	315	231
35	was	322	220	358	231
36	a	366	220	375	231
37	rainy	382	214	431	237
38	winter,	438	214	505	234
39	with	513	214	556	231
40	days	563	214	605	237
41	as	613	220	631	231
42	gray	638	220	679	237
43	as	687	220	705	231
44	lead,	713	214	758	235
45	and	767	214	802	231
46	I	808	214	864	231
47	read	44	272	97	289
48	Great	103	272	229	294
49	Expectations	237	272	292	289
50	about	299	278	340	289
51	nine	347	274	403	292
52	times,	411	272	468	294
53	partly	475	272	551	289
54	because	558	272	566	289
55	I	572	272	608	289
56	had	614	278	639	289
57	no	646	272	697	289
58	other	704	272	753	289
59	book	760	275	777	289
60	at	783	272	836	292
61	hand,	43	329	100	352
62	partly	107	329	184	346
63	because	191	330	198	346
64	I	205	329	235	346
65	did	242	332	273	346
66	not	281	329	331	346
67	think	338	329	386	346
68	there	394	329	448	346
69	could	455	329	478	346
70	be	486	335	495	346
71	a	502	329	558	346
72	better	566	335	600	346
73	one	608	329	626	346
74	in	633	329	662	346
75	the	669	329	729	346
76	whole	736	329	793	346
77	world	800	329	835	346
78	and	842	330	849	346
79	I	43	393	79	404
80	was	86	387	182	409
81	beginning	188	390	207	404
82	to	215	390	286	409
83	suspect	292	387	330	404
84	that	336	388	370	404
85	Mr.	379	387	456	404
86	Dickens	463	387	499	404
87	had	505	387	575	404
88	written	582	389	594	404
89	it	599	387	636	409
90	just	643	387	670	404
91	for	676	393	709	404
92	me.	719	388	769	404
93	Soon	775	388	782	404
94	I	789	393	825	404
95	was	44	444	143	462
96	convinced	150	444	187	462
97	that	193	445	201	462
98	I	208	444	266	462
99	didn’t	273	447	320	462
100	want	327	447	345	462
101	to	353	444	377	462
102	do	385	444	469	467
103	anything	476	444	512	462
104	else	520	451	538	462
105	in	545	444	575	462
106	life	582	444	614	462
107	but	622	444	670	462
108	learn	677	447	695	462
109	to	703	444	727	462
110	do	734	444	781	462
111	what	788	445	821	462
112	Mr.	43	502	121	519
113	Dickens	128	502	164	519
114	had	171	502	222	519
115	done.	232	502	284	524
116	(FIN)	33	648	116	665
117	Previous	123	654	167	670
118	page	762	644	815	680
119	Next	817	653	862	669
120	page	0	0	0	0
