word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,412,438,456,question-dickens-5.png,True
2,5.,457,414,498,454,question-dickens-5.png,True
3,Which,518,413,682,454,question-dickens-5.png,True
4,statement,702,415,962,454,question-dickens-5.png,True
5,best,982,413,1092,454,question-dickens-5.png,True
6,characterizes,1110,413,1461,454,question-dickens-5.png,True
7,the,1479,413,1561,454,question-dickens-5.png,True
8,relationship,1581,413,1891,465,question-dickens-5.png,True
9,between,205,613,246,664,question-dickens-5.png,True
10,Sempere,267,612,488,665,question-dickens-5.png,True
11,and,509,613,683,654,question-dickens-5.png,True
12,Charles,703,613,769,654,question-dickens-5.png,True
13,Dickens?,789,622,885,654,question-dickens-5.png,True
14,Sempere,905,613,1061,665,question-dickens-5.png,False
15,models,1082,613,1190,654,question-dickens-5.png,False
16,his,1211,613,1442,654,question-dickens-5.png,False
17,own,1461,613,1583,665,question-dickens-5.png,False
18,writing,201,879,246,930,question-dickens-5.png,False
19,after,267,878,488,931,question-dickens-5.png,False
20,Dickens’s,506,879,621,920,question-dickens-5.png,False
21,style.,640,888,667,920,question-dickens-5.png,False
22,2),688,879,894,931,question-dickens-5.png,False
23,Sempere,915,879,1178,920,question-dickens-5.png,False
24,is,1198,881,1242,920,question-dickens-5.png,False
25,an,1260,879,1418,920,question-dickens-5.png,False
26,avid,1437,879,1480,920,question-dickens-5.png,False
27,admirer,1501,879,1732,920,question-dickens-5.png,False
28,of,201,1079,246,1130,question-dickens-5.png,False
29,Dickens’s,267,1078,488,1131,question-dickens-5.png,False
30,work.,508,1079,742,1120,question-dickens-5.png,False
31,3),762,1079,933,1120,question-dickens-5.png,False
32,Sempere,950,1081,995,1120,question-dickens-5.png,False
33,feels,1015,1079,1072,1120,question-dickens-5.png,False
34,a,1093,1079,1324,1120,question-dickens-5.png,False
35,personal,1344,1081,1460,1120,question-dickens-5.png,False
36,connection,1479,1079,1775,1131,question-dickens-5.png,False
37,to,204,479,419,520,question-dickens-5.png,False
38,details,440,478,672,531,question-dickens-5.png,False
39,of,690,479,784,520,question-dickens-5.png,False
40,Dickens’s,804,478,1004,520,question-dickens-5.png,False
41,biography.,1025,479,1265,520,question-dickens-5.png,False
42,4),202,746,246,797,question-dickens-5.png,False
43,Sempere,267,745,488,798,question-dickens-5.png,False
44,considers,509,746,544,787,question-dickens-5.png,False
45,himself,563,755,619,787,question-dickens-5.png,False
46,to,640,746,737,787,question-dickens-5.png,False
47,be,758,746,943,787,question-dickens-5.png,False
48,Dickens’s,962,746,1004,787,question-dickens-5.png,False
49,most,1025,746,1256,787,question-dickens-5.png,False
50,appreciative,1275,746,1401,787,question-dickens-5.png,False
51,reader.,203,946,450,998,question-dickens-5.png,False
