word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	the	43	99	73	116
5	total	80	99	124	116
6	concentration	132	99	266	116
7	of	273	99	295	116
8	calcium	299	99	375	116
9	over	382	105	424	116
10	the	430	99	460	116
11	threshold.	467	99	563	116
12	As	572	100	597	116
13	the	604	99	634	116
14	calcium	642	99	718	116
15	ion	725	105	755	116
16	concentrations	44	159	186	174
17	dissipate	194	156	277	179
18	over	285	163	326	174
19	time,	333	159	380	176
20	if	389	156	437	174
21	the	445	156	513	174
22	second	519	157	575	174
23	touch	582	156	617	174
24	and	623	157	709	179
25	potential	718	156	770	174
26	don’t	776	157	848	179
27	happen	44	214	121	237
28	quickly,	129	214	158	231
29	the	166	214	209	231
30	final	217	214	351	231
31	concentration	358	214	401	231
32	after	408	214	437	231
33	the	445	214	512	231
34	second	519	214	581	237
35	trigger	587	215	644	231
36	won’t	651	214	674	231
37	be	681	214	723	237
38	high	730	214	801	237
39	enough	808	217	827	231
40	to	44	272	93	289
41	close	100	272	130	289
42	the	137	274	180	294
43	trap,	189	272	224	289
44	and	230	272	260	289
45	the	267	278	346	294
46	memory	353	278	367	289
47	is	375	272	414	289
48	lost.	110	329	221	352
49	Subsequent	229	329	309	346
50	research	316	332	398	352
51	supports	406	329	440	346
52	this	447	329	507	346
53	model.	521	329	622	346
54	Alexander	629	329	700	346
55	Volkov	708	329	743	346
56	and	749	329	776	346
57	his	44	387	145	409
58	colleagues	153	390	170	404
59	at	177	387	271	404
60	Oakwood	277	387	377	409
61	University	384	387	402	404
62	in	409	387	494	404
63	Alabama	503	387	539	404
64	first	547	387	678	404
65	demonstrated	685	387	722	404
66	that	729	387	742	404
67	it	749	387	763	404
68	is	771	387	835	404
69	indeed	44	444	140	467
70	electricity	147	444	184	462
71	that	191	451	253	462
72	causes	260	444	290	462
73	the	297	445	358	462
74	Venus	366	444	429	467
75	flytrap	437	447	455	462
76	to	463	444	516	462
77	close.	526	445	551	462
78	To	559	447	592	462
79	test	599	444	629	462
80	the	636	444	696	462
81	model	704	444	745	467
82	they	752	444	811	467
83	rigged	818	451	842	467
84	up	43	508	84	525
85	very	92	502	127	519
86	fine	135	502	233	519
87	electrodes	241	502	276	519
88	and	283	502	355	525
89	applied	362	508	385	519
90	an	392	502	480	519
91	electrical	488	505	556	519
92	current	564	505	583	519
93	to	590	502	620	519
94	the	628	508	675	525
95	open	683	502	733	519
96	lobes	741	502	763	519
97	of	766	502	796	519
98	the	803	505	841	525
99	trap.	44	559	85	577
100	This	92	559	143	577
101	made	150	559	180	577
102	the	187	562	225	582
103	trap	233	559	282	577
104	close	289	559	364	577
105	without	371	566	405	582
106	any	413	559	467	577
107	direct	474	560	530	577
108	touch	536	562	555	577
109	to	563	562	584	577
110	its	591	563	653	582
111	trigger	659	559	705	577
112	hairs	713	559	774	581
113	(while	781	559	823	582
114	they	33	648	116	665
115	Previous	123	654	167	670
116	page	764	648	811	664
117	Next	817	653	862	675
118	page	0	0	0	0
