word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	My	108	100	141	122
5	emotions	148	99	236	116
6	are	244	105	272	116
7	complicated	280	99	398	122
8	and	405	99	440	116
9	not	447	102	478	116
10	readily	486	99	553	122
11	verifiable.	559	99	654	116
12	I	663	100	670	116
13	feel	677	99	711	116
14	a	719	105	728	116
15	vast	735	102	772	116
16	yearning	779	99	863	122
17	that	43	156	81	174
18	is	88	163	102	174
19	simultaneously	110	156	256	179
20	a	263	163	272	174
21	pleasure	280	156	361	179
22	and	369	156	404	174
23	a	411	163	420	174
24	pain.	427	163	473	179
25	I	482	157	524	174
26	am	531	159	597	174
27	certain	604	156	659	174
28	of	667	159	809	174
29	the	816	156	838	174
30	consummation	44	214	77	231
31	of	85	214	173	237
32	this	181	214	212	231
33	yearning,	223	215	227	231
34	but	234	214	286	231
35	I	292	214	346	231
36	don’t	353	217	381	237
37	know	389	214	435	231
38	yet	443	214	488	231
39	what	496	214	508	231
40	form	515	214	551	231
41	it	559	214	604	234
42	will	612	214	660	231
43	take,	667	215	675	231
44	since	682	214	705	231
45	I	712	217	744	231
46	do	751	214	860	231
47	not	44	274	92	294
48	understand	99	272	146	289
49	quite	154	274	166	289
50	what	174	278	187	289
51	it	194	272	232	289
52	is	238	272	268	289
53	that	275	278	359	294
54	the	366	272	431	289
55	yearning	444	272	478	289
56	desires.	485	272	514	289
57	For	522	272	559	289
58	the	566	274	607	289
59	first	614	272	663	289
60	time	671	278	684	289
61	there	692	272	747	289
62	is	755	278	773	289
63	borne	780	278	830	294
64	in	836	278	864	289
65	upon	44	329	73	346
66	me	81	329	113	346
67	the	121	329	168	346
68	full	175	329	197	346
69	truth	201	329	247	346
70	of	257	330	262	346
71	what	268	329	335	352
72	I	339	329	377	346
73	myself	384	332	402	346
74	said	410	329	439	346
75	to	447	329	510	346
76	the	517	329	560	352
77	doctor	567	335	590	346
78	only	596	329	642	346
79	an	649	335	686	352
80	hour	695	329	731	346
81	ago:	738	335	768	352
82	that	774	329	848	346
83	my	44	387	62	404
84	motives	69	387	103	404
85	in	110	387	226	409
86	this	233	393	261	404
87	undertaking	268	389	300	404
88	are	307	387	381	409
89	not	388	387	439	404
90	entirely	448	388	482	404
91	clear.	488	393	543	409
92	For	552	387	579	404
93	years,	586	393	595	404
94	for	604	387	681	407
95	a	689	387	719	404
96	lifetime,	726	387	827	409
97	the	834	387	856	404
98	machinery	43	451	72	467
99	of	80	444	149	467
100	my	156	444	187	462
101	destiny	194	444	267	462
102	has	274	444	292	462
103	worked	299	447	355	462
104	in	362	447	381	462
105	secret	388	451	461	467
106	to	469	444	495	462
107	prepare	502	444	536	462
108	for	543	447	628	465
109	this	637	444	658	462
110	moment;	665	444	767	462
111	its	773	444	805	462
112	clockwork	43	502	108	519
113	has	115	502	184	525
114	moved	191	502	259	519
115	exactly	266	502	300	519
116	toward	307	505	348	519
117	this	356	502	391	519
118	time	398	502	449	525
119	and	457	502	492	519
120	place	498	508	523	519
121	and	530	502	585	519
122	no	593	502	655	525
123	other.	662	502	725	525
124	Rising	733	502	778	519
125	slowly	784	502	814	519
126	from	44	560	93	577
127	the	99	560	136	577
128	earth	143	559	186	577
129	that	193	566	221	577
130	bore	229	559	264	577
131	me	271	566	348	587
132	and	356	562	466	579
133	gave	474	560	481	577
134	me	488	566	516	577
135	sustenance,	523	559	590	577
136	I	596	559	694	582
137	am	701	559	769	577
138	carried	776	566	799	577
139	helplessly	33	648	116	665
140	toward	123	654	167	670
141	an	764	648	811	664
142	Previous	817	653	862	669
143	page	0	0	0	0
144	Next	0	0	0	0
145	page	0	0	0	0
