word_number,word,x1,y1,x2,y2,filename,is_question
1,Question,203,278,438,322,question-flytrap-4.png,True
2,4.,457,280,498,319,question-flytrap-4.png,True
3,Which,518,279,682,320,question-flytrap-4.png,True
4,choice,702,279,875,320,question-flytrap-4.png,True
5,describes,893,279,1149,320,question-flytrap-4.png,True
6,a,1168,288,1196,320,question-flytrap-4.png,True
7,scenario,1215,279,1439,320,question-flytrap-4.png,True
8,in,1461,279,1503,319,question-flytrap-4.png,True
9,which,1521,279,1676,320,question-flytrap-4.png,True
10,Hodick,1698,279,1879,320,question-flytrap-4.png,True
11,1),205,546,246,597,question-flytrap-4.png,False
12,Alarge,264,546,433,598,question-flytrap-4.png,False
13,insect’s,453,546,633,587,question-flytrap-4.png,False
14,second,652,546,825,587,question-flytrap-4.png,False
15,contact,847,548,1022,587,question-flytrap-4.png,False
16,with,1040,546,1134,586,question-flytrap-4.png,False
17,the,1153,546,1229,587,question-flytrap-4.png,False
18,plant’s,1249,546,1404,598,question-flytrap-4.png,False
19,trigger,1421,546,1577,598,question-flytrap-4.png,False
20,hairs,1597,546,1713,587,question-flytrap-4.png,False
21,results,1733,546,1892,587,question-flytrap-4.png,False
22,2),202,746,246,797,question-flytrap-4.png,False
23,Alarge,264,746,433,798,question-flytrap-4.png,False
24,insect,453,746,594,787,question-flytrap-4.png,False
25,makes,614,746,773,787,question-flytrap-4.png,False
26,contact,792,748,968,787,question-flytrap-4.png,False
27,with,985,746,1079,786,question-flytrap-4.png,False
28,a,1101,755,1128,787,question-flytrap-4.png,False
29,second,1147,746,1320,787,question-flytrap-4.png,False
30,trigger,1340,746,1496,798,question-flytrap-4.png,False
31,hair,1515,746,1604,787,question-flytrap-4.png,False
32,after,1623,746,1730,787,question-flytrap-4.png,False
33,a,1749,755,1776,787,question-flytrap-4.png,False
34,3),201,1013,246,1064,question-flytrap-4.png,False
35,A,264,1013,297,1053,question-flytrap-4.png,False
36,large,314,1013,433,1065,question-flytrap-4.png,False
37,insect’s,453,1013,633,1054,question-flytrap-4.png,False
38,contact,652,1015,828,1054,question-flytrap-4.png,False
39,with,845,1013,939,1053,question-flytrap-4.png,False
