word_number	word	x1	y1	x2	y2
1	Go	743	22	771	39
2	to	778	24	797	39
3	Question.	805	22	892	43
4	goat	43	102	84	122
5	eggs.	92	105	136	122
6	Then	146	99	195	116
7	they	202	99	244	122
8	implanted	251	99	348	122
9	the	354	99	384	116
10	eggs	392	105	432	122
11	in	440	105	458	116
12	the	464	99	494	116
13	wombs	501	99	569	116
14	of	577	99	599	116
15	female	603	99	666	116
16	goats.	674	102	728	122
17	When	737	99	795	116
18	the	801	99	831	116
19	kids	43	156	82	174
20	were	89	163	135	174
21	born,	142	157	193	176
22	some	201	163	250	174
23	of	258	156	280	174
24	them	284	156	332	174
25	proved	338	156	406	179
26	to	412	159	431	174
27	be	438	156	461	174
28	transgenic,	468	159	571	179
29	the	579	156	609	174
30	human	616	157	682	174
31	gene	689	163	733	179
32	nestled	740	156	810	174
33	safely	44	214	99	237
34	in	107	214	125	231
35	their	132	214	176	231
36	cells.	183	214	231	231
37	The	241	214	277	231
38	researchers	284	214	392	231
39	paired	399	214	460	237
40	the	467	214	496	231
41	antithrombin	504	214	630	231
42	gene	637	220	681	237
43	with	688	214	731	231
44	a	738	220	747	231
45	promoter	755	217	844	237
46	(which	44	272	111	293
47	is	118	278	131	289
48	a	139	278	148	289
49	sequence	156	278	245	294
50	of	253	272	274	289
51	DNA	278	272	329	289
52	that	336	272	373	289
53	controls	380	272	459	289
54	gene	466	278	510	294
55	activity)	518	272	595	294
56	that	603	272	640	289
57	is	647	278	661	289
58	normally	668	272	756	294
59	active	763	274	818	289
60	in	826	278	845	289
61	the	44	329	73	346
62	goat’s	80	330	138	352
63	mammary	145	335	240	352
64	glands	246	329	309	352
65	during	316	329	379	352
66	milk	385	329	428	346
67	production.	434	329	542	352
68	When	555	329	613	346
69	the	620	329	649	346
70	transgenic	657	329	755	352
71	females	763	329	835	346
72	lactated,	44	387	125	407
73	the	133	387	163	404
74	promoter	170	390	260	409
75	turned	266	387	330	404
76	the	337	387	366	404
77	transgene	373	389	465	409
78	on	473	393	497	404
79	and	504	387	540	404
80	the	546	387	576	404
81	goats’	583	388	639	409
82	udders	648	387	712	404
83	filled	720	387	771	404
84	with	777	387	820	404
85	milk	43	444	86	462
86	containing	93	444	195	467
87	antithrombin.	202	444	332	462
88	All	341	444	371	462
89	that	379	444	416	462
90	was	423	451	459	462
91	left	467	444	498	462
92	to	505	447	524	462
93	do	531	444	555	462
94	was	562	451	598	462
95	to	606	447	624	462
96	collect	632	444	697	462
97	the	705	444	734	462
98	milk,	741	444	789	465
99	and	798	444	833	462
100	extract	44	505	109	519
101	and	117	502	152	519
102	purify	158	502	216	525
103	the	223	502	253	519
104	protein.	260	502	334	525
105	Et	343	503	365	519
106	voilà—human	371	502	510	519
107	medicine!	516	502	609	519
108	And,	618	502	665	522
109	for	674	502	701	519
110	GTC,	708	503	759	522
111	liquid	768	502	824	525
112	gold.	43	559	90	582
113	ATryn	99	560	163	582
114	hit	169	559	195	577
115	the	202	559	231	577
116	market	238	559	305	577
117	in	312	566	330	577
118	2006,	337	560	391	579
119	becoming	400	559	494	582
120	the	500	559	530	577
121	world’s	537	559	611	577
122	first	619	559	655	577
123	transgenic	662	559	760	582
124	animal	768	559	832	577
125	Previous	33	648	116	665
126	page	123	654	167	670
127	Next	748	644	782	686
128	page	782	649	811	664
