column,type,count,percent_null,min,quantile_10,mean,median,quantile_90,max,std,nunique,distribution
blink,numeric,729385,6.2,0.0,0.0,0.08912302830466763,0.0,0.0,1.0,0.2849214372946117,2,"{0.0: 91.1, 1.0: 8.9}"
cond,numeric,777309,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,{1.0: 100.0}
dur,numeric,588441,24.3,1.0,153.0,388.62163581395583,291.0,719.0,13391.0,329.00100250519273,3520,
firstfix.cland,numeric,551472,29.1,-8.0,-3.0,-0.7961283619113935,-0.5,1.5,7.0,1.8379106960358718,31,
firstfix.dur,numeric,588441,24.3,1.0,129.0,228.89368517829314,211.0,347.0,10553.0,104.90507477908527,1295,
firstfix.land,numeric,588441,24.3,0.0,0.0,5.426308669858151,2.0,6.0,239.9,13.826057341303352,1572,
firstfix.launch,numeric,582658,25.0,-1120.0,-6.0,-4.282067010150036,5.0,13.0,1003.8,86.69704943874109,6736,
firstfix.sac.in,numeric,546048,29.8,-144.0,-7.0,0.305205769456165,7.0,13.0,135.0,25.70538256541379,253,
firstfix.sac.out,numeric,549514,29.3,-142.0,-8.0,-0.338932220107222,5.0,11.0,135.0,22.23920551693564,255,
firstrun.dur,numeric,588441,24.3,1.0,137.0,282.5666583395786,237.0,469.0,10553.0,185.61896848336534,2317,
firstrun.gopast,numeric,546210,29.7,0.0,0.0,358.2750279196646,235.0,662.0,94187.0,985.6591945817336,6310,
firstrun.gopast.sel,numeric,546210,29.7,0.0,0.0,245.7167536295564,217.0,494.0,10893.0,237.596886525793,2444,
firstrun.nfix,numeric,588441,24.3,1.0,1.0,1.2473569992573597,1.0,2.0,23.0,0.5974405450778808,19,
firstrun.refix,numeric,588441,24.3,0.0,0.0,0.1920379443308675,0.0,1.0,1.0,0.3939030793827519,2,"{0.0: 80.8, 1.0: 19.2}"
firstrun.reg.in,numeric,551472,29.1,0.0,0.0,0.11249891200278528,0.0,1.0,1.0,0.3159795687213188,2,"{0.0: 88.8, 1.0: 11.2}"
